Unnamed: 0,ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Special,ClasificacionOverall
2537,222429,A. Cubas,21,https://cdn.sofifa.org/48/18/players/222429.png,Argentina,74,84,Defensa y Justicia,https://cdn.sofifa.org/24/18/teams/111710.png,8000.0,16.0,1833,Nivel medio
2538,223197,E. Ünal,20,https://cdn.sofifa.org/48/18/players/223197.png,Turkey,74,84,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,9000.0,25.0,1812,Nivel medio
2539,158942,Léo Matos,31,https://cdn.sofifa.org/48/18/players/158942.png,Brazil,74,74,PAOK Thessaloniki,https://cdn.sofifa.org/24/18/teams/393.png,3700.0,1.0,2028,Nivel medio
2540,191198,I. Obradović,28,https://cdn.sofifa.org/48/18/players/191198.png,Serbia,74,74,RSC Anderlecht,https://cdn.sofifa.org/24/18/teams/229.png,4400.0,21.0,1949,Nivel medio
2541,195038,F. Kainz,24,https://cdn.sofifa.org/48/18/players/195038.png,Austria,74,78,SV Werder Bremen,https://cdn.sofifa.org/24/18/teams/38.png,7500.0,23.0,1776,Nivel medio
2542,203487,J. Lascelles,23,https://cdn.sofifa.org/48/18/players/203487.png,England,74,81,Newcastle United,https://cdn.sofifa.org/24/18/teams/13.png,7000.0,45.0,1557,Nivel medio
2543,155871,B. Białkowski,29,https://cdn.sofifa.org/48/18/players/155871.png,Poland,74,74,Ipswich Town,https://cdn.sofifa.org/24/18/teams/94.png,3800.0,16.0,1134,Nivel medio
2544,159968,J. Guerredero,25,https://cdn.sofifa.org/48/18/players/159968.png,Chile,74,74,Deportes Iquique,https://cdn.sofifa.org/24/18/teams/112531.png,5000.0,4.0,1919,Nivel medio
2545,190432,Oier,31,https://cdn.sofifa.org/48/18/players/190432.png,Spain,74,74,CA Osasuna,https://cdn.sofifa.org/24/18/teams/479.png,3800.0,10.0,1941,Nivel medio
2546,223457,I. Novoseltsev,25,https://cdn.sofifa.org/48/18/players/223457.png,Russia,74,77,Zenit St. Petersburg,https://cdn.sofifa.org/24/18/teams/100769.png,6000.0,45.0,1608,Nivel medio
2547,122849,A. Koné,33,https://cdn.sofifa.org/48/18/players/122849.png,Ivory Coast,74,74,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,3500.0,17.0,1799,Nivel medio
2548,189153,M. Díaz,26,https://cdn.sofifa.org/48/18/players/189153.png,Argentina,74,75,FC Dallas,https://cdn.sofifa.org/24/18/teams/695.png,6500.0,9.0,1869,Nivel medio
2549,212196,P. Sisto,22,https://cdn.sofifa.org/48/18/players/212196.png,Denmark,74,83,RC Celta de Vigo,https://cdn.sofifa.org/24/18/teams/450.png,8500.0,22.0,1952,Nivel medio
2550,213732,A. Selikhov,23,https://cdn.sofifa.org/48/18/players/213732.png,Russia,74,80,Spartak Moscow,https://cdn.sofifa.org/24/18/teams/100767.png,5500.0,31.0,1165,Nivel medio
2551,172517,M. Jensen,29,https://cdn.sofifa.org/48/18/players/172517.png,Denmark,74,74,Rosenborg BK,https://cdn.sofifa.org/24/18/teams/298.png,5500.0,9.0,2052,Nivel medio
2552,175589,Feng Xiaoting,31,https://cdn.sofifa.org/48/18/players/175589.png,China PR,74,74,,https://cdn.sofifa.org/flags/155.png,0.0,0.0,1816,Nivel medio
2553,196069,J. Fuenzalida,32,https://cdn.sofifa.org/48/18/players/196069.png,Chile,74,74,,https://cdn.sofifa.org/flags/55.png,0.0,0.0,2020,Nivel medio
2554,177126,M. Leye,34,https://cdn.sofifa.org/48/18/players/177126.png,Senegal,74,74,KAS Eupen,https://cdn.sofifa.org/24/18/teams/2013.png,3000.0,15.0,1889,Nivel medio
2555,221671,Lee Jae Sung,24,https://cdn.sofifa.org/48/18/players/221671.png,Korea Republic,74,79,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/24/18/teams/1477.png,7500.0,11.0,1892,Nivel medio
2556,163303,G. Whelan,33,https://cdn.sofifa.org/48/18/players/163303.png,Republic of Ireland,74,74,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,2300.0,32.0,1945,Nivel medio
2557,137960,Y. Jouffre,32,https://cdn.sofifa.org/48/18/players/137960.png,France,74,74,FC Metz,https://cdn.sofifa.org/24/18/teams/68.png,4400.0,16.0,1875,Nivel medio
2558,226536,O. Colley,24,https://cdn.sofifa.org/48/18/players/226536.png,Gambia,74,80,KRC Genk,https://cdn.sofifa.org/24/18/teams/673.png,6500.0,13.0,1608,Nivel medio
2559,159977,A. Desenda,29,https://cdn.sofifa.org/48/18/players/159977.png,Chile,74,74,Universidad Católica,https://cdn.sofifa.org/24/18/teams/110975.png,5500.0,9.0,1811,Nivel medio
2560,156650,Y. Gouffran,31,https://cdn.sofifa.org/48/18/players/156650.png,France,74,74,Göztepe,https://cdn.sofifa.org/24/18/teams/101026.png,4900.0,19.0,1962,Nivel medio
2561,192490,Juan Villar,29,https://cdn.sofifa.org/48/18/players/192490.png,Spain,74,74,CD Tenerife,https://cdn.sofifa.org/24/18/teams/260.png,5500.0,10.0,1896,Nivel medio
2562,216811,K. Waston,29,https://cdn.sofifa.org/48/18/players/216811.png,Costa Rica,74,74,Vancouver Whitecaps FC,https://cdn.sofifa.org/24/18/teams/101112.png,4400.0,9.0,1495,Nivel medio
2563,181483,M. Jedinák,32,https://cdn.sofifa.org/48/18/players/181483.png,Australia,74,74,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,3200.0,32.0,1938,Nivel medio
2564,167661,J. Méndez,32,https://cdn.sofifa.org/48/18/players/167661.png,Argentina,74,74,Deportivo Toluca,https://cdn.sofifa.org/24/18/teams/1882.png,4300.0,18.0,1955,Nivel medio
2565,112365,R. Cohade,32,https://cdn.sofifa.org/48/18/players/112365.png,France,74,74,FC Metz,https://cdn.sofifa.org/24/18/teams/68.png,4400.0,16.0,2010,Nivel medio
2566,143598,L. Pocrnjic,35,https://cdn.sofifa.org/48/18/players/143598.png,Argentina,74,74,Newell's Old Boys,https://cdn.sofifa.org/24/18/teams/110396.png,1300.0,8.0,1008,Nivel medio
2567,216814,S. Uçan,23,https://cdn.sofifa.org/48/18/players/216814.png,Turkey,74,81,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,8000.0,48.0,1993,Nivel medio
2568,152814,Bobô,32,https://cdn.sofifa.org/48/18/players/152814.png,Brazil,74,74,Sydney FC,https://cdn.sofifa.org/24/18/teams/111400.png,4500.0,12.0,1758,Nivel medio
2569,202223,J. Meram,28,https://cdn.sofifa.org/48/18/players/202223.png,Iraq,74,74,Columbus Crew SC,https://cdn.sofifa.org/24/18/teams/687.png,5500.0,10.0,1979,Nivel medio
2570,212207,N. Stanciu,24,https://cdn.sofifa.org/48/18/players/212207.png,Romania,74,80,RSC Anderlecht,https://cdn.sofifa.org/24/18/teams/229.png,7500.0,19.0,1883,Nivel medio
2571,159983,G. Gutierrez,25,https://cdn.sofifa.org/48/18/players/159983.png,Chile,74,74,Universidad Católica,https://cdn.sofifa.org/24/18/teams/110975.png,6000.0,8.0,1820,Nivel medio
2572,125167,E. Gülüm,30,https://cdn.sofifa.org/48/18/players/125167.png,Turkey,74,74,Adelaide United,https://cdn.sofifa.org/24/18/teams/111393.png,4200.0,7.0,1754,Nivel medio
2573,228336,F. Grillitsch,21,https://cdn.sofifa.org/48/18/players/228336.png,Austria,74,80,TSG 1899 Hoffenheim,https://cdn.sofifa.org/24/18/teams/10029.png,7500.0,25.0,1819,Nivel medio
2574,199409,Deivid,28,https://cdn.sofifa.org/48/18/players/199409.png,Spain,74,75,Real Valladolid,https://cdn.sofifa.org/24/18/teams/462.png,5000.0,10.0,1794,Nivel medio
2575,159985,V. Albarado,29,https://cdn.sofifa.org/48/18/players/159985.png,Chile,74,74,CD Antofagasta,https://cdn.sofifa.org/24/18/teams/112533.png,5500.0,5.0,1865,Nivel medio
2576,195313,M. Peybernès,26,https://cdn.sofifa.org/48/18/players/195313.png,France,74,76,Göztepe,https://cdn.sofifa.org/24/18/teams/101026.png,5500.0,17.0,1568,Nivel medio
2577,214770,D. González,29,https://cdn.sofifa.org/48/18/players/214770.png,Argentina,74,74,Racing Club de Avellaneda,https://cdn.sofifa.org/24/18/teams/101085.png,5500.0,20.0,1975,Nivel medio
2578,224242,D. Luckassen,21,https://cdn.sofifa.org/48/18/players/224242.png,Netherlands,74,81,PSV,https://cdn.sofifa.org/24/18/teams/247.png,7000.0,11.0,1959,Nivel medio
2579,178418,F. Peluso,33,https://cdn.sofifa.org/48/18/players/178418.png,Italy,74,74,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,2200.0,42.0,1777,Nivel medio
2580,120306,L. Pionnier,35,https://cdn.sofifa.org/48/18/players/120306.png,France,74,74,Montpellier Hérault SC,https://cdn.sofifa.org/24/18/teams/70.png,1300.0,12.0,1153,Nivel medio
2581,186098,R. Cota,29,https://cdn.sofifa.org/48/18/players/186098.png,Mexico,74,74,Guadalajara,https://cdn.sofifa.org/24/18/teams/1880.png,3800.0,23.0,1229,Nivel medio
2582,192242,P. Lasne,28,https://cdn.sofifa.org/48/18/players/192242.png,France,74,74,Montpellier Hérault SC,https://cdn.sofifa.org/24/18/teams/70.png,5500.0,26.0,2020,Nivel medio
2583,190195,M. Samassa,27,https://cdn.sofifa.org/48/18/players/190195.png,Mali,74,75,ES Troyes AC,https://cdn.sofifa.org/24/18/teams/294.png,4400.0,17.0,1111,Nivel medio
2584,148212,A. Rebrov,33,https://cdn.sofifa.org/48/18/players/148212.png,Russia,74,74,Spartak Moscow,https://cdn.sofifa.org/24/18/teams/100767.png,2800.0,38.0,1123,Nivel medio
2585,216820,M. Simon,21,https://cdn.sofifa.org/48/18/players/216820.png,Nigeria,74,81,KAA Gent,https://cdn.sofifa.org/24/18/teams/674.png,8000.0,19.0,1835,Nivel medio
2586,164852,Bruno Gama,29,https://cdn.sofifa.org/48/18/players/164852.png,Portugal,74,74,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,5500.0,23.0,1886,Nivel medio
2587,189172,Fidel,27,https://cdn.sofifa.org/48/18/players/189172.png,Spain,74,74,UD Almería,https://cdn.sofifa.org/24/18/teams/1861.png,6000.0,11.0,1850,Nivel medio
2588,192756,A. Yusupov,27,https://cdn.sofifa.org/48/18/players/192756.png,Russia,74,74,FC Rostov,https://cdn.sofifa.org/24/18/teams/110231.png,6000.0,52.0,1913,Nivel medio
2589,212213,Ricardo Esgaio,24,https://cdn.sofifa.org/48/18/players/212213.png,Portugal,74,78,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,6000.0,10.0,1984,Nivel medio
2590,230389,Édundo Oliveira,25,https://cdn.sofifa.org/48/18/players/230389.png,Brazil,74,74,Clube Atlético Mineiro,https://cdn.sofifa.org/24/18/teams/1035.png,5000.0,28.0,1701,Nivel medio
2591,232437,F. Ricca,22,https://cdn.sofifa.org/48/18/players/232437.png,Uruguay,74,82,Málaga CF,https://cdn.sofifa.org/24/18/teams/573.png,7000.0,18.0,1674,Nivel medio
2592,204278,David Simón,27,https://cdn.sofifa.org/48/18/players/204278.png,Spain,74,75,UD Las Palmas,https://cdn.sofifa.org/24/18/teams/472.png,5000.0,18.0,1841,Nivel medio
2593,191990,H. Milić,28,https://cdn.sofifa.org/48/18/players/191990.png,Croatia,74,74,Olympiakos CFP,https://cdn.sofifa.org/24/18/teams/280.png,4400.0,1.0,1866,Nivel medio
2594,210423,A. Rusnák,22,https://cdn.sofifa.org/48/18/players/210423.png,Slovakia,74,79,Real Salt Lake,https://cdn.sofifa.org/24/18/teams/111065.png,7500.0,8.0,1824,Nivel medio
2595,218359,D. Ndong,23,https://cdn.sofifa.org/48/18/players/218359.png,Gabon,74,81,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,8000.0,10.0,1950,Nivel medio
2596,157687,Ricardo,36,https://cdn.sofifa.org/48/18/players/157687.png,Cape Verde,74,74,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,750.0,8.0,1614,Nivel medio
2597,184823,Djalma,30,https://cdn.sofifa.org/48/18/players/184823.png,Angola,74,74,PAOK Thessaloniki,https://cdn.sofifa.org/24/18/teams/393.png,5500.0,1.0,1896,Nivel medio
2598,198136,A. Ragusa,27,https://cdn.sofifa.org/48/18/players/198136.png,Italy,74,74,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,6000.0,50.0,1834,Nivel medio
2599,183800,Y. Mollo,27,https://cdn.sofifa.org/48/18/players/183800.png,France,74,74,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,6000.0,42.0,1915,Nivel medio
2600,120312,M. Dawson,33,https://cdn.sofifa.org/48/18/players/120312.png,England,74,74,Hull City,https://cdn.sofifa.org/24/18/teams/1952.png,2300.0,12.0,1459,Nivel medio
2601,212729,Tozé,24,https://cdn.sofifa.org/48/18/players/212729.png,Portugal,74,79,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,7500.0,10.0,1909,Nivel medio
2602,162297,D. Padelli,31,https://cdn.sofifa.org/48/18/players/162297.png,Italy,74,74,Inter,https://cdn.sofifa.org/24/18/teams/44.png,3400.0,38.0,1038,Nivel medio
2603,169721,M. Richards,29,https://cdn.sofifa.org/48/18/players/169721.png,England,74,74,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,4400.0,34.0,1783,Nivel medio
2604,176377,D. Tošić,32,https://cdn.sofifa.org/48/18/players/176377.png,Serbia,74,74,Beşiktaş JK,https://cdn.sofifa.org/24/18/teams/327.png,3200.0,40.0,1731,Nivel medio
2605,202746,T. Serero,27,https://cdn.sofifa.org/48/18/players/202746.png,South Africa,74,75,Vitesse,https://cdn.sofifa.org/24/18/teams/1909.png,6500.0,13.0,1838,Nivel medio
2606,211706,Pere Pons,24,https://cdn.sofifa.org/48/18/players/211706.png,Spain,74,80,Girona CF,https://cdn.sofifa.org/24/18/teams/110062.png,7500.0,20.0,1897,Nivel medio
2607,164858,T. Sparv,30,https://cdn.sofifa.org/48/18/players/164858.png,Finland,74,74,FC Midtjylland,https://cdn.sofifa.org/24/18/teams/1516.png,4200.0,25.0,1793,Nivel medio
2608,183546,J. Hogg,28,https://cdn.sofifa.org/48/18/players/183546.png,England,74,74,Huddersfield Town,https://cdn.sofifa.org/24/18/teams/1939.png,4600.0,42.0,1872,Nivel medio
2609,189946,V. Manceau,27,https://cdn.sofifa.org/48/18/players/189946.png,France,74,74,Angers SCO,https://cdn.sofifa.org/24/18/teams/1530.png,4600.0,21.0,1883,Nivel medio
2610,212219,A. Djiku,22,https://cdn.sofifa.org/48/18/players/212219.png,France,74,80,SM Caen,https://cdn.sofifa.org/24/18/teams/210.png,6500.0,18.0,1807,Nivel medio
2611,178171,Sergio Sánchez,31,https://cdn.sofifa.org/48/18/players/178171.png,Spain,74,74,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,3800.0,37.0,1793,Nivel medio
2612,212476,Medrán,23,https://cdn.sofifa.org/48/18/players/212476.png,Spain,74,80,Deportivo Alavés,https://cdn.sofifa.org/24/18/teams/463.png,7500.0,24.0,1954,Nivel medio
2613,217852,K. Molino,27,https://cdn.sofifa.org/48/18/players/217852.png,Trinidad & Tobago,74,75,Minnesota Thunder,https://cdn.sofifa.org/24/18/teams/111138.png,6500.0,9.0,1879,Nivel medio
2614,230397,Enaldo Toxeto,29,https://cdn.sofifa.org/48/18/players/230397.png,Brazil,74,74,Sociedade Esportiva Palmeiras,https://cdn.sofifa.org/24/18/teams/383.png,4400.0,31.0,1816,Nivel medio
2615,167933,Y. Cahuzac,32,https://cdn.sofifa.org/48/18/players/167933.png,France,74,74,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,3200.0,25.0,1819,Nivel medio
2616,172285,Elustondo,30,https://cdn.sofifa.org/48/18/players/172285.png,Spain,74,74,Atletico Nacional Medellin,https://cdn.sofifa.org/24/18/teams/101100.png,4200.0,6.0,1994,Nivel medio
2617,201982,J. Schmid,27,https://cdn.sofifa.org/48/18/players/201982.png,France,74,74,FC Augsburg,https://cdn.sofifa.org/24/18/teams/100409.png,6000.0,24.0,2005,Nivel medio
2618,206590,Moi Gómez,23,https://cdn.sofifa.org/48/18/players/206590.png,Spain,74,80,Real Sporting de Gijón,https://cdn.sofifa.org/24/18/teams/459.png,7500.0,11.0,1871,Nivel medio
2619,46590,C. Samba,33,https://cdn.sofifa.org/48/18/players/46590.png,Congo,74,74,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,2300.0,32.0,1481,Nivel medio
2620,228352,Edmilson Junior,22,https://cdn.sofifa.org/48/18/players/228352.png,Brazil,73,79,Standard de Liège,https://cdn.sofifa.org/24/18/teams/232.png,5500.0,15.0,1884,Nivel medio
2621,188416,S. Wuytens,27,https://cdn.sofifa.org/48/18/players/188416.png,Belgium,73,74,AZ Alkmaar,https://cdn.sofifa.org/24/18/teams/1906.png,4500.0,12.0,1974,Nivel medio
2622,233218,M. Mohammadi,23,https://cdn.sofifa.org/48/18/players/233218.png,Iran,73,80,Terek Grozny,https://cdn.sofifa.org/24/18/teams/110109.png,4700.0,25.0,1902,Nivel medio
2623,188930,Laure,32,https://cdn.sofifa.org/48/18/players/188930.png,Spain,73,73,AD Alcorcón,https://cdn.sofifa.org/24/18/teams/100831.png,2200.0,11.0,1814,Nivel medio
2624,162052,D. Ousted,32,https://cdn.sofifa.org/48/18/players/162052.png,Denmark,73,73,Vancouver Whitecaps FC,https://cdn.sofifa.org/24/18/teams/101112.png,2300.0,7.0,1131,Nivel medio
2625,229124,T. Ndoro,29,https://cdn.sofifa.org/48/18/players/229124.png,Zimbabwe,73,73,Al Faisaly,https://cdn.sofifa.org/24/18/teams/112389.png,4000.0,29.0,1650,Nivel medio
2626,236548,J. Zmrhal,23,https://cdn.sofifa.org/48/18/players/236548.png,Czech Republic,73,78,,https://cdn.sofifa.org/flags/12.png,0.0,0.0,1884,Nivel medio
2627,186116,H. Lansbury,26,https://cdn.sofifa.org/48/18/players/186116.png,England,73,76,Aston Villa,https://cdn.sofifa.org/24/18/teams/2.png,4900.0,35.0,1961,Nivel medio
2628,187652,D. Yurchenko,31,https://cdn.sofifa.org/48/18/players/187652.png,Russia,73,73,FC Tosno,https://cdn.sofifa.org/24/18/teams/113704.png,2400.0,17.0,1162,Nivel medio
2629,221445,Wu Lei,25,https://cdn.sofifa.org/48/18/players/221445.png,China PR,73,76,,https://cdn.sofifa.org/flags/155.png,0.0,0.0,1790,Nivel medio
2630,221701,Gabriel Boschilia,21,https://cdn.sofifa.org/48/18/players/221701.png,Brazil,73,83,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,6500.0,24.0,1800,Nivel medio
2631,189446,J. Stanislas,27,https://cdn.sofifa.org/48/18/players/189446.png,England,73,73,Bournemouth,https://cdn.sofifa.org/24/18/teams/1943.png,4200.0,56.0,1754,Nivel medio
2632,231943,Richarlison,20,https://cdn.sofifa.org/48/18/players/231943.png,Brazil,73,85,Watford,https://cdn.sofifa.org/24/18/teams/1795.png,7000.0,38.0,1753,Nivel medio
2633,166919,M. Wilson,29,https://cdn.sofifa.org/48/18/players/166919.png,Republic of Ireland,73,73,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,3100.0,11.0,1862,Nivel medio
2634,187655,S. Palitsevich,27,https://cdn.sofifa.org/48/18/players/187655.png,Belarus,73,73,Gençlerbirliği SK,https://cdn.sofifa.org/24/18/teams/101025.png,3400.0,17.0,1659,Nivel medio
2635,188935,O. Assaidi,28,https://cdn.sofifa.org/48/18/players/188935.png,Morocco,73,73,FC Twente,https://cdn.sofifa.org/24/18/teams/1908.png,4000.0,12.0,1768,Nivel medio
2636,212232,J. Maclaren,23,https://cdn.sofifa.org/48/18/players/212232.png,Australia,73,77,SV Darmstadt 98,https://cdn.sofifa.org/24/18/teams/110502.png,5500.0,23.0,1911,Nivel medio
2637,216072,G. Letizia,27,https://cdn.sofifa.org/48/18/players/216072.png,Italy,73,74,Benevento Calcio,https://cdn.sofifa.org/24/18/teams/112026.png,3700.0,25.0,1827,Nivel medio
2638,188168,G. Friend,29,https://cdn.sofifa.org/48/18/players/188168.png,England,73,73,Middlesbrough,https://cdn.sofifa.org/24/18/teams/12.png,3000.0,18.0,1889,Nivel medio
2639,215049,D. Pérez,28,https://cdn.sofifa.org/48/18/players/215049.png,Argentina,73,73,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,3200.0,21.0,1927,Nivel medio
2640,154634,M. Pasqual,35,https://cdn.sofifa.org/48/18/players/154634.png,Italy,73,73,Empoli,https://cdn.sofifa.org/24/18/teams/1746.png,875.0,3.0,1972,Nivel medio
2641,222986,M. Morishige,30,https://cdn.sofifa.org/48/18/players/222986.png,Japan,73,73,F.C. Tokyo,https://cdn.sofifa.org/24/18/teams/101150.png,3000.0,11.0,1872,Nivel medio
2642,192778,I. Mboyo,30,https://cdn.sofifa.org/48/18/players/192778.png,Belgium,73,73,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,3900.0,22.0,1872,Nivel medio
2643,156683,S. Holmén,33,https://cdn.sofifa.org/48/18/players/156683.png,Sweden,73,73,IF Elfsborg,https://cdn.sofifa.org/24/18/teams/700.png,2300.0,7.0,2014,Nivel medio
2644,230411,Brenito Duarte,33,https://cdn.sofifa.org/48/18/players/230411.png,Brazil,73,73,Fluminense Football Club,https://cdn.sofifa.org/24/18/teams/567.png,1600.0,32.0,1782,Nivel medio
2645,232459,Carlos Ponck,22,https://cdn.sofifa.org/48/18/players/232459.png,Cape Verde,73,80,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,4800.0,10.0,1707,Nivel medio
2646,167435,O. Ustari,30,https://cdn.sofifa.org/48/18/players/167435.png,Argentina,73,73,Club Atlas,https://cdn.sofifa.org/24/18/teams/101114.png,2600.0,16.0,1272,Nivel medio
2647,197900,P. Kasami,25,https://cdn.sofifa.org/48/18/players/197900.png,Switzerland,73,75,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,4800.0,19.0,1918,Nivel medio
2648,216076,L. Pasciuti,27,https://cdn.sofifa.org/48/18/players/216076.png,Italy,73,73,Carpi,https://cdn.sofifa.org/24/18/teams/112409.png,4200.0,5.0,1822,Nivel medio
2649,221452,Nano,22,https://cdn.sofifa.org/48/18/players/221452.png,Spain,73,80,Levante UD,https://cdn.sofifa.org/24/18/teams/1853.png,5500.0,19.0,1768,Nivel medio
2650,8205,Braga,34,https://cdn.sofifa.org/48/18/players/8205.png,Portugal,73,73,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,1900.0,13.0,1918,Nivel medio
2651,215565,M. Miazga,21,https://cdn.sofifa.org/48/18/players/215565.png,United States,73,82,Vitesse,https://cdn.sofifa.org/24/18/teams/1909.png,5500.0,60.0,1519,Nivel medio
2652,173325,De las Cuevas,31,https://cdn.sofifa.org/48/18/players/173325.png,Spain,73,73,CA Osasuna,https://cdn.sofifa.org/24/18/teams/479.png,3400.0,11.0,1952,Nivel medio
2653,235790,K. Havertz,18,https://cdn.sofifa.org/48/18/players/235790.png,Germany,73,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,8000.0,25.0,1740,Nivel medio
2654,241166,S. Rybalka,27,https://cdn.sofifa.org/48/18/players/241166.png,Ukraine,73,76,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,4000.0,14.0,1884,Nivel medio
2655,190734,G. Makaridze,27,https://cdn.sofifa.org/48/18/players/190734.png,Georgia,73,73,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,2700.0,6.0,1075,Nivel medio
2656,192270,Johnathan,27,https://cdn.sofifa.org/48/18/players/192270.png,Brazil,73,73,Suwon Samsung Bluewings,https://cdn.sofifa.org/24/18/teams/983.png,4300.0,11.0,1815,Nivel medio
2657,193550,B. Kayal,29,https://cdn.sofifa.org/48/18/players/193550.png,Israel,73,73,Brighton & Hove Albion,https://cdn.sofifa.org/24/18/teams/1808.png,3800.0,46.0,1992,Nivel medio
2658,199183,Kim Bo Kyung,27,https://cdn.sofifa.org/48/18/players/199183.png,Korea Republic,73,73,Kashiwa Reysol,https://cdn.sofifa.org/24/18/teams/101145.png,4099.999999999999,14.0,1981,Nivel medio
2659,199439,M. Gregoritsch,23,https://cdn.sofifa.org/48/18/players/199439.png,Austria,73,79,FC Augsburg,https://cdn.sofifa.org/24/18/teams/100409.png,5500.0,21.0,1850,Nivel medio
2660,209423,M. Michel,25,https://cdn.sofifa.org/48/18/players/209423.png,France,73,77,Angers SCO,https://cdn.sofifa.org/24/18/teams/1530.png,3700.0,16.0,1111,Nivel medio
2661,216079,A. Di Gaudio,27,https://cdn.sofifa.org/48/18/players/216079.png,Italy,73,73,Parma,https://cdn.sofifa.org/24/18/teams/50.png,4200.0,6.0,1682,Nivel medio
2662,23823,A. Johansson,35,https://cdn.sofifa.org/48/18/players/23823.png,Sweden,73,73,IFK Norrköping,https://cdn.sofifa.org/24/18/teams/702.png,950.0,5.0,1798,Nivel medio
2663,223247,N. Acevedo,28,https://cdn.sofifa.org/48/18/players/223247.png,Argentina,73,73,Unión de Santa Fe,https://cdn.sofifa.org/24/18/teams/111716.png,3200.0,18.0,1879,Nivel medio
2664,197136,K. Ansarifard,27,https://cdn.sofifa.org/48/18/players/197136.png,Iran,73,74,Olympiakos CFP,https://cdn.sofifa.org/24/18/teams/280.png,4700.0,1.0,1832,Nivel medio
2665,208144,D. Bessa,24,https://cdn.sofifa.org/48/18/players/208144.png,Italy,73,77,Hellas Verona,https://cdn.sofifa.org/24/18/teams/206.png,5000.0,23.0,1876,Nivel medio
2666,215056,C. Carbonero,26,https://cdn.sofifa.org/48/18/players/215056.png,Colombia,73,74,Corporación Club Deportivo Tuluá,https://cdn.sofifa.org/24/18/teams/112934.png,4600.0,3.0,1855,Nivel medio
2667,215568,Naranjo,22,https://cdn.sofifa.org/48/18/players/215568.png,Spain,73,79,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,5500.0,16.0,1753,Nivel medio
2668,223248,J. Lucero,25,https://cdn.sofifa.org/48/18/players/223248.png,Argentina,73,75,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,5000.0,23.0,1748,Nivel medio
2669,228881,D. Calabria,20,https://cdn.sofifa.org/48/18/players/228881.png,Italy,73,83,Milan,https://cdn.sofifa.org/24/18/teams/47.png,5500.0,51.0,1863,Nivel medio
2670,188177,Douglas,29,https://cdn.sofifa.org/48/18/players/188177.png,Netherlands,73,73,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,3100.0,15.0,1631,Nivel medio
2671,204050,S. Vergini,28,https://cdn.sofifa.org/48/18/players/204050.png,Argentina,73,74,Boca Juniors,https://cdn.sofifa.org/24/18/teams/1877.png,3600.0,22.0,1644,Nivel medio
2672,213010,Cifuentes,26,https://cdn.sofifa.org/48/18/players/213010.png,Spain,73,76,Málaga CF,https://cdn.sofifa.org/24/18/teams/573.png,4099.999999999999,21.0,1888,Nivel medio
2673,222994,M. Nakamba,23,https://cdn.sofifa.org/48/18/players/222994.png,Zimbabwe,73,79,Club Brugge KV,https://cdn.sofifa.org/24/18/teams/231.png,4700.0,18.0,1842,Nivel medio
2674,180754,K. Nakamura,36,https://cdn.sofifa.org/48/18/players/180754.png,Japan,73,73,Kawasaki Frontale,https://cdn.sofifa.org/24/18/teams/111730.png,1300.0,7.0,2037,Nivel medio
2675,160019,M. Rocora,29,https://cdn.sofifa.org/48/18/players/160019.png,Chile,73,73,CD Universidad de Concepción,https://cdn.sofifa.org/24/18/teams/112534.png,2700.0,4.0,1114,Nivel medio
