Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
A. Niane,24,ST ,40.0,40.0,40.0,41.0,41.0,43.0,43.0,41.0,41.0,41.0,56.0,56.0,56.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,73.0,73.0,70.0,73.0,Máximo potencial,70.38
P. Mpoku,25,ST LM CAM ,56.0,56.0,56.0,60.0,60.0,63.0,63.0,61.0,61.0,61.0,70.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,72.0,72.0,74.0,72.0,Máximo potencial,73.25
S. Aluko,28,ST CF RW ,45.0,45.0,45.0,56.0,56.0,59.0,59.0,54.0,54.0,54.0,67.0,67.0,67.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,72.0,72.0,68.0,68.0,72.0,68.0,Máximo potencial,71.0
F. Uribe,29,ST ,47.0,47.0,47.0,50.0,50.0,52.0,52.0,50.0,50.0,50.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,70.0,70.0,73.0,73.0,70.0,73.0,Máximo potencial,70.62
Yeom Ki Hun,34,LM ST ,50.0,50.0,50.0,56.0,56.0,60.0,60.0,59.0,59.0,59.0,72.0,72.0,72.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,74.0,74.0,73.0,73.0,74.0,73.0,Cercano al retiro,73.38
E. Ünal,20,ST ,45.0,45.0,45.0,49.0,49.0,51.0,51.0,49.0,49.0,49.0,62.0,62.0,62.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,72.0,72.0,73.0,73.0,72.0,73.0,Joven promesa,71.88
I. Obradović,28,LWB LB ,70.0,70.0,70.0,73.0,73.0,73.0,73.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,69.0,69.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.75
F. Kainz,24,CF CAM LW LM ,42.0,42.0,42.0,52.0,52.0,56.0,56.0,51.0,51.0,51.0,66.0,66.0,66.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,72.0,72.0,67.0,67.0,72.0,67.0,Máximo potencial,70.62
Oier,31,CM RB RWB CB ,73.0,73.0,73.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,68.0,68.0,69.0,68.0,Cercano al retiro,68.62
A. Koné,33,LM RM ST ,49.0,49.0,49.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,64.0,64.0,64.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,72.0,73.0,Cercano al retiro,72.12
P. Sisto,22,RW LW ,57.0,57.0,57.0,62.0,62.0,64.0,64.0,61.0,61.0,61.0,68.0,68.0,68.0,73.0,73.0,72.0,72.0,72.0,74.0,74.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,72.5
J. Fuenzalida,32,RB RW ,68.0,68.0,68.0,72.0,72.0,73.0,73.0,70.0,70.0,70.0,72.0,72.0,72.0,75.0,75.0,73.0,73.0,73.0,74.0,74.0,73.0,73.0,70.0,70.0,73.0,70.0,Cercano al retiro,72.12
M. Leye,34,ST ,51.0,51.0,51.0,55.0,55.0,57.0,57.0,55.0,55.0,55.0,68.0,68.0,68.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,Cercano al retiro,72.75
Juan Villar,29,RW ST RM ,48.0,48.0,48.0,54.0,54.0,57.0,57.0,53.0,53.0,53.0,65.0,65.0,65.0,73.0,73.0,72.0,72.0,72.0,74.0,74.0,73.0,73.0,72.0,72.0,73.0,72.0,Máximo potencial,72.88
Bobô,32,ST ,44.0,44.0,44.0,48.0,48.0,51.0,51.0,48.0,48.0,48.0,62.0,62.0,62.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,71.0,71.0,73.0,73.0,71.0,73.0,Cercano al retiro,71.5
J. Meram,28,CF LM ,64.0,64.0,64.0,67.0,67.0,68.0,68.0,66.0,66.0,66.0,70.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,71.0,71.0,74.0,71.0,Máximo potencial,72.88
M. Simon,21,LM ST CF ,43.0,43.0,43.0,53.0,53.0,56.0,56.0,49.0,49.0,49.0,64.0,64.0,64.0,74.0,74.0,72.0,72.0,72.0,75.0,75.0,74.0,74.0,72.0,72.0,74.0,72.0,Joven promesa,73.5
A. Ragusa,27,LW ,47.0,47.0,47.0,55.0,55.0,58.0,58.0,54.0,54.0,54.0,67.0,67.0,67.0,74.0,74.0,73.0,73.0,73.0,74.0,74.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,72.5
Y. Mollo,27,ST LM ,48.0,48.0,48.0,53.0,53.0,57.0,57.0,54.0,54.0,54.0,66.0,66.0,66.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,72.5
M. Mohammadi,23,LWB LB ,67.0,67.0,67.0,72.0,72.0,72.0,72.0,67.0,67.0,67.0,66.0,66.0,66.0,70.0,70.0,67.0,67.0,67.0,69.0,69.0,67.0,67.0,63.0,63.0,67.0,63.0,Máximo potencial,66.0
Laure,32,RWB RB ,69.0,69.0,69.0,72.0,72.0,72.0,72.0,70.0,70.0,70.0,63.0,63.0,63.0,64.0,64.0,61.0,61.0,61.0,62.0,62.0,60.0,60.0,58.0,58.0,60.0,58.0,Cercano al retiro,59.75
T. Ndoro,29,CF ST ,38.0,38.0,38.0,41.0,41.0,43.0,43.0,40.0,40.0,40.0,56.0,56.0,56.0,63.0,63.0,66.0,66.0,66.0,66.0,66.0,69.0,69.0,72.0,72.0,69.0,72.0,Máximo potencial,69.38
Wu Lei,25,CF LM RM ST ,43.0,43.0,43.0,53.0,53.0,55.0,55.0,50.0,50.0,50.0,65.0,65.0,65.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0,72.0,72.0,74.0,72.0,Máximo potencial,73.0
Richarlison,20,CAM RM CF LM ,43.0,43.0,43.0,49.0,49.0,53.0,53.0,48.0,48.0,48.0,63.0,63.0,63.0,72.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,Joven promesa,74.0
J. Maclaren,23,ST ,53.0,53.0,53.0,57.0,57.0,59.0,59.0,56.0,56.0,56.0,64.0,64.0,64.0,70.0,70.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.38
I. Mboyo,30,ST ,52.0,52.0,52.0,54.0,54.0,57.0,57.0,55.0,55.0,55.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,72.0
Nano,22,LM CAM ST ,42.0,42.0,42.0,49.0,49.0,52.0,52.0,47.0,47.0,47.0,61.0,61.0,61.0,70.0,70.0,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,72.0
K. Havertz,18,CF CAM RM ,49.0,49.0,49.0,55.0,55.0,57.0,57.0,56.0,56.0,56.0,68.0,68.0,68.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,70.0,70.0,67.0,67.0,70.0,67.0,Joven promesa,69.12
Johnathan,27,ST ,48.0,48.0,48.0,53.0,53.0,56.0,56.0,53.0,53.0,53.0,64.0,64.0,64.0,70.0,70.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.38
M. Gregoritsch,23,RM LM ST CAM ,51.0,51.0,51.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,68.0,68.0,68.0,71.0,71.0,72.0,72.0,72.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,71.75
K. Ansarifard,27,ST ,52.0,52.0,52.0,57.0,57.0,59.0,59.0,55.0,55.0,55.0,62.0,62.0,62.0,68.0,68.0,67.0,67.0,67.0,70.0,70.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.12
D. Bessa,24,RW CM ,50.0,50.0,50.0,58.0,58.0,61.0,61.0,59.0,59.0,59.0,72.0,72.0,72.0,73.0,73.0,75.0,75.0,75.0,73.0,73.0,73.0,73.0,69.0,69.0,73.0,69.0,Máximo potencial,71.5
Naranjo,22,LM ST ,40.0,40.0,40.0,46.0,46.0,50.0,50.0,46.0,46.0,46.0,63.0,63.0,63.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,72.0,72.0,73.0,72.0,Máximo potencial,72.62
J. Lucero,25,ST ,44.0,44.0,44.0,48.0,48.0,50.0,50.0,48.0,48.0,48.0,61.0,61.0,61.0,68.0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.75
Cifuentes,26,RM RB RWB ,67.0,67.0,67.0,72.0,72.0,72.0,72.0,66.0,66.0,66.0,63.0,63.0,63.0,68.0,68.0,63.0,63.0,63.0,66.0,66.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,64.12
M. Al Sahlawi,30,ST ,41.0,41.0,41.0,46.0,46.0,50.0,50.0,47.0,47.0,47.0,62.0,62.0,62.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.5
Pietrson Mendes,33,ST CAM ,53.0,53.0,53.0,62.0,62.0,64.0,64.0,59.0,59.0,59.0,68.0,68.0,68.0,73.0,73.0,72.0,72.0,72.0,73.0,73.0,71.0,71.0,69.0,69.0,71.0,69.0,Cercano al retiro,70.75
L. Siligardi,29,LM LW RW ,40.0,40.0,40.0,51.0,51.0,55.0,55.0,50.0,50.0,50.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,71.12
Rafael Martins,28,ST ,45.0,45.0,45.0,46.0,46.0,49.0,49.0,47.0,47.0,47.0,59.0,59.0,59.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.25
J. Furch,27,ST ,50.0,50.0,50.0,49.0,49.0,52.0,52.0,53.0,53.0,53.0,63.0,63.0,63.0,65.0,65.0,66.0,66.0,66.0,65.0,65.0,69.0,69.0,72.0,72.0,69.0,72.0,Máximo potencial,69.12
F. Tabanou,28,LW LM LWB LB ,71.0,71.0,71.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,69.0,69.0,Máximo potencial,69.25
N. Bendtner,29,ST ,51.0,51.0,51.0,51.0,51.0,53.0,53.0,54.0,54.0,54.0,65.0,65.0,65.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.5
L. Castaignos,24,ST ,46.0,46.0,46.0,48.0,48.0,51.0,51.0,52.0,52.0,52.0,65.0,65.0,65.0,68.0,68.0,70.0,70.0,70.0,69.0,69.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,70.88
M. Uribe,26,RW CDM CM ,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,70.0,71.0,71.0,70.0,70.0,69.0,69.0,70.0,69.0,Máximo potencial,69.88
Mateus,33,ST LM RM ,50.0,50.0,50.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,66.0,66.0,66.0,72.0,72.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,71.0,71.0,72.0,71.0,Cercano al retiro,71.62
J. Correa,22,ST RM CAM LM ,44.0,44.0,44.0,52.0,52.0,56.0,56.0,54.0,54.0,54.0,68.0,68.0,68.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,71.12
G. Fernández,33,ST CAM ,46.0,46.0,46.0,50.0,50.0,53.0,53.0,52.0,52.0,52.0,66.0,66.0,66.0,69.0,69.0,72.0,72.0,72.0,70.0,70.0,71.0,71.0,69.0,69.0,71.0,69.0,Cercano al retiro,70.0
F. Kudryashov,30,LWB CB ,72.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,70.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,59.0
S. Zoller,26,RM ST ,41.0,41.0,41.0,49.0,49.0,52.0,52.0,47.0,47.0,47.0,63.0,63.0,63.0,71.0,71.0,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,72.0
R. Noir,30,RW LW ,54.0,54.0,54.0,62.0,62.0,64.0,64.0,60.0,60.0,60.0,68.0,68.0,68.0,73.0,73.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,71.0,71.0,72.0,71.0,Máximo potencial,71.88
M. Bolaños,27,ST RW CAM ,42.0,42.0,42.0,50.0,50.0,53.0,53.0,51.0,51.0,51.0,65.0,65.0,65.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,69.0,69.0,73.0,69.0,Máximo potencial,71.25
R. Philippoteaux,29,LW RM LM ,50.0,50.0,50.0,59.0,59.0,63.0,63.0,59.0,59.0,59.0,68.0,68.0,68.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,68.0,68.0,72.0,68.0,Máximo potencial,70.75
B. Assombalonga,24,ST ,52.0,52.0,52.0,55.0,55.0,56.0,56.0,53.0,53.0,53.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.5
M. Urruti,26,ST ,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,66.0,66.0,66.0,67.0,67.0,70.0,70.0,70.0,69.0,69.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,71.25
D. Ciofani,31,ST ,43.0,43.0,43.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,51.0,51.0,51.0,57.0,57.0,59.0,59.0,59.0,60.0,60.0,66.0,66.0,72.0,72.0,66.0,72.0,Cercano al retiro,66.75
G. Cunningham,26,CB LWB LB ,71.0,71.0,71.0,72.0,72.0,72.0,72.0,70.0,70.0,70.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,65.0,66.0,66.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,64.12
A. Rudņevs,29,ST ,48.0,48.0,48.0,49.0,49.0,51.0,51.0,49.0,49.0,49.0,58.0,58.0,58.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,68.0,68.0,72.0,72.0,68.0,72.0,Máximo potencial,68.75
K. Monnet-Paquet,28,RW LW ,60.0,60.0,60.0,65.0,65.0,67.0,67.0,63.0,63.0,63.0,68.0,68.0,68.0,73.0,73.0,71.0,71.0,71.0,73.0,73.0,72.0,72.0,71.0,71.0,72.0,71.0,Máximo potencial,71.88
C. Njie,23,LW ST ,45.0,45.0,45.0,54.0,54.0,57.0,57.0,53.0,53.0,53.0,65.0,65.0,65.0,74.0,74.0,72.0,72.0,72.0,74.0,74.0,73.0,73.0,72.0,72.0,73.0,72.0,Máximo potencial,72.88
F. Diedhiou,24,ST ,42.0,42.0,42.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,53.0,53.0,53.0,59.0,59.0,61.0,61.0,61.0,62.0,62.0,66.0,66.0,72.0,72.0,66.0,72.0,Máximo potencial,67.25
M. Santos,24,LM RM ST ,48.0,48.0,48.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,63.0,63.0,63.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.12
A. Uchida,29,RWB RB ,69.0,69.0,69.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,68.0,68.0,67.0,67.0,62.0,62.0,67.0,62.0,Máximo potencial,65.38
F. Di Francesco,23,RW CF LW ,40.0,40.0,40.0,51.0,51.0,56.0,56.0,52.0,52.0,52.0,67.0,67.0,67.0,74.0,74.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,66.0,66.0,72.0,66.0,Máximo potencial,70.0
B. Kuwas,24,RW ,39.0,39.0,39.0,47.0,47.0,52.0,52.0,49.0,49.0,49.0,65.0,65.0,65.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,71.12
K. Coulibaly,25,ST ,45.0,45.0,45.0,48.0,48.0,50.0,50.0,47.0,47.0,47.0,60.0,60.0,60.0,66.0,66.0,65.0,65.0,65.0,67.0,67.0,68.0,68.0,72.0,72.0,68.0,72.0,Máximo potencial,69.25
A. Rojas,31,LM LW LB CM ,66.0,66.0,66.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,72.0,72.0,71.0,71.0,72.0,71.0,Cercano al retiro,71.38
Joselu,26,LM ST ,57.0,57.0,57.0,58.0,58.0,59.0,59.0,58.0,58.0,58.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,66.0,66.0,68.0,68.0,72.0,72.0,68.0,72.0,Máximo potencial,69.0
J. Perbet,32,ST ,40.0,40.0,40.0,41.0,41.0,43.0,43.0,42.0,42.0,42.0,56.0,56.0,56.0,60.0,60.0,63.0,63.0,63.0,63.0,63.0,67.0,67.0,72.0,72.0,67.0,72.0,Cercano al retiro,67.88
V. Bystrov,33,RM RW ,60.0,60.0,60.0,64.0,64.0,65.0,65.0,61.0,61.0,61.0,66.0,66.0,66.0,72.0,72.0,71.0,71.0,71.0,73.0,73.0,72.0,72.0,70.0,70.0,72.0,70.0,Cercano al retiro,71.5
S. Pellissier,38,ST ,41.0,41.0,41.0,45.0,45.0,49.0,49.0,48.0,48.0,48.0,64.0,64.0,64.0,66.0,66.0,70.0,70.0,70.0,69.0,69.0,72.0,72.0,72.0,72.0,72.0,72.0,Cercano al retiro,71.25
M. Kanazaki,28,ST ,48.0,48.0,48.0,52.0,52.0,55.0,55.0,53.0,53.0,53.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,72.0
Orlando Sá,29,ST ,48.0,48.0,48.0,48.0,48.0,50.0,50.0,50.0,50.0,50.0,62.0,62.0,62.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.0
O. Martínez,31,LW CM ,63.0,63.0,63.0,65.0,65.0,67.0,67.0,68.0,68.0,68.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,70.0,70.0,71.0,71.0,69.0,69.0,71.0,69.0,Cercano al retiro,70.0
R. McCormack,30,CAM CF ST ,44.0,44.0,44.0,48.0,48.0,52.0,52.0,51.0,51.0,51.0,66.0,66.0,66.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,73.0,72.0,Máximo potencial,72.62
Clerc,25,LM LB LWB ,66.0,66.0,66.0,71.0,71.0,72.0,72.0,67.0,67.0,67.0,66.0,66.0,66.0,70.0,70.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,65.38
F. Dionisi,30,LW ST ,44.0,44.0,44.0,48.0,48.0,49.0,49.0,46.0,46.0,46.0,58.0,58.0,58.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,70.38
S. Perica,21,ST ,44.0,44.0,44.0,45.0,45.0,46.0,46.0,45.0,45.0,45.0,56.0,56.0,56.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,68.0,68.0,72.0,72.0,68.0,72.0,Joven promesa,68.75
D. Florada,33,ST CAM ,53.0,53.0,53.0,62.0,62.0,64.0,64.0,59.0,59.0,59.0,68.0,68.0,68.0,73.0,73.0,72.0,72.0,72.0,73.0,73.0,71.0,71.0,69.0,69.0,71.0,69.0,Cercano al retiro,70.75
Toché,34,ST ,50.0,50.0,50.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0,61.0,61.0,61.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,68.0,68.0,72.0,72.0,68.0,72.0,Cercano al retiro,68.75
J. Duque,30,ST ,43.0,43.0,43.0,46.0,46.0,49.0,49.0,48.0,48.0,48.0,61.0,61.0,61.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.0
A. Esswein,27,ST LM RM ,49.0,49.0,49.0,53.0,53.0,56.0,56.0,53.0,53.0,53.0,64.0,64.0,64.0,72.0,72.0,70.0,70.0,70.0,72.0,72.0,73.0,73.0,74.0,74.0,73.0,74.0,Máximo potencial,73.12
I. Sarr,19,ST RM LM ,41.0,41.0,41.0,52.0,52.0,55.0,55.0,49.0,49.0,49.0,62.0,62.0,62.0,72.0,72.0,70.0,70.0,70.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Joven promesa,71.12
Mata,28,LM ST ,45.0,45.0,45.0,49.0,49.0,51.0,51.0,48.0,48.0,48.0,60.0,60.0,60.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,72.0,72.0,69.0,72.0,Máximo potencial,69.88
Oriol Riera,30,ST ,48.0,48.0,48.0,48.0,48.0,50.0,50.0,52.0,52.0,52.0,63.0,63.0,63.0,65.0,65.0,68.0,68.0,68.0,66.0,66.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,69.75
A. Bukharov,32,ST ,50.0,50.0,50.0,48.0,48.0,50.0,50.0,52.0,52.0,52.0,62.0,62.0,62.0,64.0,64.0,65.0,65.0,65.0,64.0,64.0,68.0,68.0,72.0,72.0,68.0,72.0,Cercano al retiro,68.5
M. Rosenberg,34,ST ,53.0,53.0,53.0,54.0,54.0,57.0,57.0,56.0,56.0,56.0,66.0,66.0,66.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,Cercano al retiro,71.75
G. Caprari,23,CAM ST CF ,32.0,32.0,32.0,46.0,46.0,52.0,52.0,45.0,45.0,45.0,66.0,66.0,66.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,73.0,73.0,68.0,68.0,73.0,68.0,Máximo potencial,71.62
G. Hauche,30,LM ST ,50.0,50.0,50.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,67.0,67.0,67.0,75.0,75.0,74.0,74.0,74.0,76.0,76.0,74.0,74.0,72.0,72.0,74.0,72.0,Máximo potencial,73.75
C. Ciano,27,LW RW ,40.0,40.0,40.0,49.0,49.0,53.0,53.0,49.0,49.0,49.0,65.0,65.0,65.0,73.0,73.0,71.0,71.0,71.0,73.0,73.0,71.0,71.0,69.0,69.0,71.0,69.0,Máximo potencial,70.75
Pedro Rocha,22,LM ST LW ,46.0,46.0,46.0,52.0,52.0,55.0,55.0,52.0,52.0,52.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,72.25
D. Kombarov,30,LWB LB ,69.0,69.0,69.0,72.0,72.0,74.0,74.0,73.0,73.0,73.0,76.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0,71.0,71.0,74.0,71.0,Máximo potencial,72.88
Bustinza,25,RWB CB RB ,72.0,72.0,72.0,72.0,72.0,72.0,72.0,69.0,69.0,69.0,61.0,61.0,61.0,62.0,62.0,58.0,58.0,58.0,59.0,59.0,56.0,56.0,55.0,55.0,56.0,55.0,Máximo potencial,56.38
Gérson Noalha,29,LM CAM ST ,43.0,43.0,43.0,48.0,48.0,51.0,51.0,48.0,48.0,48.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.5
M. Amalfitano,32,RW LW CM RM ,60.0,60.0,60.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,72.0,72.0,72.0,72.0,70.0,70.0,72.0,70.0,Cercano al retiro,71.25
A. Gerndt,30,CAM ST ,48.0,48.0,48.0,54.0,54.0,57.0,57.0,54.0,54.0,54.0,67.0,67.0,67.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,72.0,72.0,73.0,72.0,Máximo potencial,72.62
M. Gómez,20,ST ,41.0,41.0,41.0,45.0,45.0,48.0,48.0,45.0,45.0,45.0,59.0,59.0,59.0,65.0,65.0,64.0,64.0,64.0,66.0,66.0,68.0,68.0,72.0,72.0,68.0,72.0,Joven promesa,69.0
I. Saadi,25,ST ,42.0,42.0,42.0,44.0,44.0,47.0,47.0,45.0,45.0,45.0,57.0,57.0,57.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,70.0
O. Kayode,24,ST ,47.0,47.0,47.0,53.0,53.0,55.0,55.0,51.0,51.0,51.0,62.0,62.0,62.0,70.0,70.0,69.0,69.0,69.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,Máximo potencial,72.0
Jorge Molina,35,ST ,51.0,51.0,51.0,47.0,47.0,49.0,49.0,53.0,53.0,53.0,62.0,62.0,62.0,61.0,61.0,64.0,64.0,64.0,61.0,61.0,67.0,67.0,72.0,72.0,67.0,72.0,Cercano al retiro,67.38
B. Başaçıkoğlu,22,LW RW ,48.0,48.0,48.0,58.0,58.0,60.0,60.0,52.0,52.0,52.0,63.0,63.0,63.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,71.12
O. Kaya,31,LW CAM LM ,44.0,44.0,44.0,53.0,53.0,57.0,57.0,56.0,56.0,56.0,70.0,70.0,70.0,72.0,72.0,73.0,73.0,73.0,72.0,72.0,70.0,70.0,65.0,65.0,70.0,65.0,Cercano al retiro,68.62
F. Ceravolo,30,CAM ST ,41.0,41.0,41.0,47.0,47.0,50.0,50.0,47.0,47.0,47.0,62.0,62.0,62.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.38
A. Rodríguez,28,ST ,44.0,44.0,44.0,46.0,46.0,48.0,48.0,47.0,47.0,47.0,59.0,59.0,59.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,70.0,70.0,72.0,72.0,70.0,72.0,Máximo potencial,69.75
L. De Bock,24,LWB LB ,72.0,72.0,72.0,72.0,72.0,72.0,72.0,69.0,69.0,69.0,64.0,64.0,64.0,67.0,67.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,61.0,61.0,62.0,61.0,Máximo potencial,62.12
G. Laborde,23,ST ,47.0,47.0,47.0,49.0,49.0,52.0,52.0,51.0,51.0,51.0,63.0,63.0,63.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,71.12
