Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
V. García,23,RB ,70.0,70.0,70.0,75.0,75.0,75.0,75.0,70.0,70.0,70.0,65.0,65.0,65.0,69.0,69.0,64.0,64.0,64.0,67.0,67.0,64.0,64.0,60.0,60.0,64.0,60.0,Máximo potencial,72.86
B. Jokič,31,LB LWB ,74.0,74.0,74.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,68.0,68.0,68.0,69.0,69.0,66.0,66.0,66.0,67.0,67.0,65.0,65.0,64.0,64.0,65.0,64.0,Cercano al retiro,74.57
Alberto Moreno,24,LB ,71.0,71.0,71.0,75.0,75.0,76.0,76.0,71.0,71.0,71.0,71.0,71.0,71.0,74.0,74.0,72.0,72.0,72.0,74.0,74.0,72.0,72.0,70.0,70.0,72.0,70.0,Máximo potencial,73.57
Diego Rico,24,LWB LB ,73.0,73.0,73.0,75.0,75.0,75.0,75.0,71.0,71.0,71.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,65.0,64.0,Máximo potencial,74.14
Marc Muniesa,25,LB CB ,75.0,75.0,75.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,66.0,66.0,66.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,58.0,58.0,61.0,58.0,Máximo potencial,73.29
Felipe,32,CB ,74.0,74.0,74.0,65.0,65.0,63.0,63.0,69.0,69.0,69.0,57.0,57.0,57.0,48.0,48.0,49.0,49.0,49.0,45.0,45.0,48.0,48.0,48.0,48.0,48.0,48.0,Cercano al retiro,68.29
E. Roco,24,CB ,74.0,74.0,74.0,66.0,66.0,65.0,65.0,70.0,70.0,70.0,61.0,61.0,61.0,55.0,55.0,56.0,56.0,56.0,53.0,53.0,54.0,54.0,55.0,55.0,54.0,55.0,Máximo potencial,69.14
Arribas,28,CB ,74.0,74.0,74.0,68.0,68.0,67.0,67.0,70.0,70.0,70.0,58.0,58.0,58.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0,52.0,Máximo potencial,70.29
D. Siovas,28,CDM CB ,74.0,74.0,74.0,66.0,66.0,65.0,65.0,73.0,73.0,73.0,64.0,64.0,64.0,55.0,55.0,56.0,56.0,56.0,51.0,51.0,54.0,54.0,55.0,55.0,54.0,55.0,Máximo potencial,69.14
Lombán,30,RB CB ,74.0,74.0,74.0,65.0,65.0,63.0,63.0,73.0,73.0,73.0,65.0,65.0,65.0,55.0,55.0,58.0,58.0,58.0,53.0,53.0,56.0,56.0,59.0,59.0,56.0,59.0,Máximo potencial,68.29
Mikel Gonzalez,31,CB ,74.0,74.0,74.0,65.0,65.0,63.0,63.0,67.0,67.0,67.0,55.0,55.0,55.0,49.0,49.0,48.0,48.0,48.0,46.0,46.0,48.0,48.0,51.0,51.0,48.0,51.0,Cercano al retiro,68.29
T. Hlatshwayo,27,RB CB ,74.0,74.0,74.0,64.0,64.0,60.0,60.0,64.0,64.0,64.0,47.0,47.0,47.0,43.0,43.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,45.0,45.0,40.0,45.0,Máximo potencial,67.14
A. Masuaku,23,LWB LB ,70.0,70.0,70.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,72.0,72.0,72.0,75.0,75.0,73.0,73.0,73.0,75.0,75.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,72.29
Rolando,31,CB ,74.0,74.0,74.0,65.0,65.0,63.0,63.0,70.0,70.0,70.0,61.0,61.0,61.0,52.0,52.0,53.0,53.0,53.0,49.0,49.0,51.0,51.0,52.0,52.0,51.0,52.0,Cercano al retiro,68.29
Alcalá,28,CB ,74.0,74.0,74.0,66.0,66.0,64.0,64.0,71.0,71.0,71.0,61.0,61.0,61.0,52.0,52.0,53.0,53.0,53.0,50.0,50.0,52.0,52.0,55.0,55.0,52.0,55.0,Máximo potencial,68.86
J. Chester,28,CB ,74.0,74.0,74.0,70.0,70.0,68.0,68.0,69.0,69.0,69.0,60.0,60.0,60.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,54.0,54.0,55.0,54.0,Máximo potencial,71.14
Y. Gerhardt,23,CM LM LB ,72.0,72.0,72.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0,72.0,72.0,74.0,72.0,Máximo potencial,73.43
R. Bauer,22,CB RB LB ,75.0,75.0,75.0,74.0,74.0,73.0,73.0,74.0,74.0,74.0,68.0,68.0,68.0,67.0,67.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,62.0,62.0,64.0,62.0,Máximo potencial,74.14
R. Knoche,25,CB ,74.0,74.0,74.0,67.0,67.0,64.0,64.0,70.0,70.0,70.0,58.0,58.0,58.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,51.0,51.0,54.0,54.0,51.0,54.0,Máximo potencial,69.14
L. Balogun,29,RB CB ,74.0,74.0,74.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,62.0,62.0,62.0,61.0,61.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,59.0,58.0,59.0,Máximo potencial,72.0
N. Aké,22,LB CB ,74.0,74.0,74.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,67.0,67.0,67.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,73.43
O. Hawsawi,33,CB ,74.0,74.0,74.0,69.0,69.0,67.0,67.0,68.0,68.0,68.0,59.0,59.0,59.0,58.0,58.0,56.0,56.0,56.0,57.0,57.0,58.0,58.0,63.0,63.0,58.0,63.0,Cercano al retiro,70.57
J. Silva,23,LB ,71.0,71.0,71.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,69.0,69.0,69.0,71.0,71.0,69.0,69.0,69.0,70.0,70.0,69.0,69.0,66.0,66.0,69.0,66.0,Máximo potencial,72.71
R. Jardelino,29,CAM LM LB ,69.0,69.0,69.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,74.0,74.0,74.0,76.0,76.0,74.0,74.0,74.0,75.0,75.0,73.0,73.0,70.0,70.0,73.0,70.0,Máximo potencial,72.14
C. Träsch,29,CDM RB ,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,71.0,71.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,66.0,66.0,69.0,66.0,Máximo potencial,74.29
D. D'Ambrosio,28,RB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,Máximo potencial,73.57
I. Herreras,25,LB ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,68.0,68.0,68.0,69.0,69.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,63.0,63.0,65.0,63.0,Máximo potencial,73.14
G. Conti,22,CB ,74.0,74.0,74.0,68.0,68.0,64.0,64.0,66.0,66.0,66.0,51.0,51.0,51.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,50.0,50.0,47.0,50.0,Máximo potencial,69.43
K. Malcuit,25,RM RB ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,70.0,70.0,70.0,73.0,73.0,71.0,71.0,71.0,73.0,73.0,71.0,71.0,70.0,70.0,71.0,70.0,Máximo potencial,73.14
João Aurélio,28,CDM RB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,69.0,69.0,71.0,69.0,Máximo potencial,73.57
M. Zeegelaar,26,LM LB ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,70.0,70.0,70.0,72.0,72.0,70.0,70.0,70.0,72.0,72.0,71.0,71.0,70.0,70.0,71.0,70.0,Máximo potencial,73.14
O. Şahiner,25,RB RM ,67.0,67.0,67.0,72.0,72.0,73.0,73.0,70.0,70.0,70.0,70.0,70.0,70.0,74.0,74.0,71.0,71.0,71.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,70.14
Silas Almeim,25,LM LB ,71.0,71.0,71.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,69.0,69.0,69.0,69.0,69.0,67.0,67.0,67.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,72.71
A. Beck,30,LB RB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,69.0,69.0,69.0,68.0,68.0,66.0,66.0,66.0,65.0,65.0,64.0,64.0,60.0,60.0,64.0,60.0,Máximo potencial,73.57
O. Budeaga,33,RM RB ,70.0,70.0,70.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,71.0,71.0,71.0,72.0,72.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,65.0,65.0,68.0,65.0,Cercano al retiro,72.29
C. Kerbrat,30,CB ,74.0,74.0,74.0,70.0,70.0,68.0,68.0,71.0,71.0,71.0,61.0,61.0,61.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,53.0,53.0,55.0,53.0,Máximo potencial,71.14
M. Silvestre,32,CB ,74.0,74.0,74.0,65.0,65.0,62.0,62.0,69.0,69.0,69.0,60.0,60.0,60.0,52.0,52.0,54.0,54.0,54.0,50.0,50.0,53.0,53.0,55.0,55.0,53.0,55.0,Cercano al retiro,68.0
H. Lemonez,33,LB CDM CB ,74.0,74.0,74.0,73.0,73.0,72.0,72.0,73.0,73.0,73.0,69.0,69.0,69.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Cercano al retiro,73.14
Alexo Baia,29,RM RB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,69.0,69.0,69.0,70.0,70.0,67.0,67.0,67.0,68.0,68.0,65.0,65.0,60.0,60.0,65.0,60.0,Máximo potencial,73.57
L. Moore,24,CB ,74.0,74.0,74.0,72.0,72.0,71.0,71.0,73.0,73.0,73.0,65.0,65.0,65.0,62.0,62.0,59.0,59.0,59.0,58.0,58.0,56.0,56.0,54.0,54.0,56.0,54.0,Máximo potencial,72.57
G. Johnson,32,RB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,69.0,69.0,72.0,69.0,Cercano al retiro,73.57
N. Spolli,34,CB ,74.0,74.0,74.0,60.0,60.0,56.0,56.0,62.0,62.0,62.0,45.0,45.0,45.0,40.0,40.0,39.0,39.0,39.0,38.0,38.0,42.0,42.0,49.0,49.0,42.0,49.0,Cercano al retiro,64.86
S. Rajković,28,CB ,74.0,74.0,74.0,66.0,66.0,63.0,63.0,66.0,66.0,66.0,52.0,52.0,52.0,49.0,49.0,45.0,45.0,45.0,44.0,44.0,46.0,46.0,50.0,50.0,46.0,50.0,Máximo potencial,68.57
Rafa Soares,22,LB ,70.0,70.0,70.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,71.0,71.0,71.0,73.0,73.0,71.0,71.0,71.0,72.0,72.0,71.0,71.0,68.0,68.0,71.0,68.0,Máximo potencial,72.57
P. Wollscheid,28,CB ,74.0,74.0,74.0,64.0,64.0,60.0,60.0,68.0,68.0,68.0,56.0,56.0,56.0,48.0,48.0,49.0,49.0,49.0,44.0,44.0,48.0,48.0,52.0,52.0,48.0,52.0,Máximo potencial,67.14
H. Riffosas,29,CDM CB ,74.0,74.0,74.0,66.0,66.0,64.0,64.0,67.0,67.0,67.0,55.0,55.0,55.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,53.0,53.0,50.0,53.0,Máximo potencial,68.86
Miguel Torres,31,RB CB LB ,76.0,76.0,76.0,74.0,74.0,73.0,73.0,73.0,73.0,73.0,64.0,64.0,64.0,61.0,61.0,59.0,59.0,59.0,58.0,58.0,56.0,56.0,54.0,54.0,56.0,54.0,Cercano al retiro,74.57
D. Sinkgraven,21,CM LB ,69.0,69.0,69.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,73.0,73.0,73.0,75.0,75.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,69.0,69.0,73.0,69.0,Joven promesa,72.14
L. Vangioni,30,LB ,71.0,71.0,71.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,70.0,70.0,70.0,72.0,72.0,69.0,69.0,69.0,71.0,71.0,69.0,69.0,67.0,67.0,69.0,67.0,Máximo potencial,73.0
David García,23,CB ,74.0,74.0,74.0,70.0,70.0,69.0,69.0,72.0,72.0,72.0,65.0,65.0,65.0,62.0,62.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,71.43
G. Bussmann,26,LB ,76.0,76.0,76.0,74.0,74.0,72.0,72.0,71.0,71.0,71.0,63.0,63.0,63.0,63.0,63.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,64.0,64.0,62.0,64.0,Máximo potencial,74.29
L. Dubois,22,LB RB ,70.0,70.0,70.0,74.0,74.0,75.0,75.0,74.0,74.0,74.0,72.0,72.0,72.0,71.0,71.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,65.0,65.0,68.0,65.0,Máximo potencial,72.57
Naldo,28,CB ,74.0,74.0,74.0,67.0,67.0,64.0,64.0,69.0,69.0,69.0,55.0,55.0,55.0,49.0,49.0,48.0,48.0,48.0,46.0,46.0,48.0,48.0,50.0,50.0,48.0,50.0,Máximo potencial,69.14
Paulinho,25,RB ,70.0,70.0,70.0,74.0,74.0,75.0,75.0,70.0,70.0,70.0,67.0,67.0,67.0,71.0,71.0,68.0,68.0,68.0,70.0,70.0,68.0,68.0,64.0,64.0,68.0,64.0,Máximo potencial,72.57
E. Schelotto,28,RM RB ,73.0,73.0,73.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,70.0,70.0,70.0,71.0,71.0,68.0,68.0,68.0,70.0,70.0,69.0,69.0,68.0,68.0,69.0,68.0,Máximo potencial,73.86
Insua,23,CB ,74.0,74.0,74.0,68.0,68.0,66.0,66.0,70.0,70.0,70.0,61.0,61.0,61.0,54.0,54.0,55.0,55.0,55.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,Máximo potencial,70.0
F. Amorebieta,32,LB CB ,74.0,74.0,74.0,65.0,65.0,63.0,63.0,68.0,68.0,68.0,57.0,57.0,57.0,50.0,50.0,49.0,49.0,49.0,47.0,47.0,48.0,48.0,52.0,52.0,48.0,52.0,Cercano al retiro,68.29
A. Young,31,LB LM RB ,65.0,65.0,65.0,72.0,72.0,73.0,73.0,70.0,70.0,70.0,74.0,74.0,74.0,76.0,76.0,75.0,75.0,75.0,76.0,76.0,74.0,74.0,70.0,70.0,74.0,70.0,Cercano al retiro,69.29
A. Barreca,22,LB ,68.0,68.0,68.0,74.0,74.0,75.0,75.0,69.0,69.0,69.0,65.0,65.0,65.0,69.0,69.0,63.0,63.0,63.0,65.0,65.0,62.0,62.0,57.0,57.0,62.0,57.0,Máximo potencial,71.71
S. Kryvtsov,26,CB ,74.0,74.0,74.0,69.0,69.0,66.0,66.0,69.0,69.0,69.0,58.0,58.0,58.0,54.0,54.0,52.0,52.0,52.0,51.0,51.0,54.0,54.0,58.0,58.0,54.0,58.0,Máximo potencial,70.29
P. van Aanholt,26,LB ,71.0,71.0,71.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,72.0,70.0,Máximo potencial,72.71
G. Gómez,24,CB ,74.0,74.0,74.0,65.0,65.0,62.0,62.0,66.0,66.0,66.0,51.0,51.0,51.0,48.0,48.0,46.0,46.0,46.0,45.0,45.0,47.0,47.0,50.0,50.0,47.0,50.0,Máximo potencial,68.0
Juli Freitinho,29,CB ,74.0,74.0,74.0,65.0,65.0,64.0,64.0,67.0,67.0,67.0,58.0,58.0,58.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,58.0,58.0,56.0,58.0,Máximo potencial,68.57
T. Kalachev,36,CF RM RWB ,68.0,68.0,68.0,72.0,72.0,74.0,74.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,69.0,69.0,73.0,69.0,Cercano al retiro,70.86
C. Brunt,32,LB RM ,68.0,68.0,68.0,69.0,69.0,71.0,71.0,72.0,72.0,72.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,73.0,71.0,71.0,73.0,71.0,Cercano al retiro,69.14
Caio Nunson,29,LB CB ,74.0,74.0,74.0,66.0,66.0,64.0,64.0,68.0,68.0,68.0,60.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,68.86
Otávio Cairinho,25,RB CB ,74.0,74.0,74.0,68.0,68.0,66.0,66.0,68.0,68.0,68.0,57.0,57.0,57.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,52.0,55.0,Máximo potencial,70.0
G. Schennikov,26,LM LWB ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,69.0,69.0,69.0,70.0,70.0,67.0,67.0,67.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,73.14
L. Cadamuro,29,CB LB ,75.0,75.0,75.0,74.0,74.0,73.0,73.0,73.0,73.0,73.0,64.0,64.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,74.14
Y. Kaboul,31,CB ,74.0,74.0,74.0,67.0,67.0,65.0,65.0,68.0,68.0,68.0,59.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,54.0,54.0,56.0,56.0,54.0,56.0,Cercano al retiro,69.43
N. Bungert,30,CB ,74.0,74.0,74.0,70.0,70.0,67.0,67.0,69.0,69.0,69.0,57.0,57.0,57.0,53.0,53.0,51.0,51.0,51.0,50.0,50.0,51.0,51.0,54.0,54.0,51.0,54.0,Máximo potencial,70.86
B. Butko,26,RB ,72.0,72.0,72.0,74.0,74.0,75.0,75.0,72.0,72.0,72.0,68.0,68.0,68.0,69.0,69.0,66.0,66.0,66.0,67.0,67.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,73.43
J. Toljan,22,RM LB RB ,71.0,71.0,71.0,74.0,74.0,74.0,74.0,70.0,70.0,70.0,64.0,64.0,64.0,67.0,67.0,62.0,62.0,62.0,64.0,64.0,61.0,61.0,57.0,57.0,61.0,57.0,Máximo potencial,72.71
L. Caldirola,26,LB CB ,74.0,74.0,74.0,70.0,70.0,69.0,69.0,71.0,71.0,71.0,64.0,64.0,64.0,61.0,61.0,60.0,60.0,60.0,58.0,58.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,71.43
A. Conti,23,RB RM ,70.0,70.0,70.0,76.0,76.0,76.0,76.0,73.0,73.0,73.0,71.0,71.0,71.0,74.0,74.0,70.0,70.0,70.0,71.0,71.0,70.0,70.0,68.0,68.0,70.0,68.0,Máximo potencial,73.43
M. Dos Santos,27,CB ,74.0,74.0,74.0,69.0,69.0,67.0,67.0,69.0,69.0,69.0,58.0,58.0,58.0,55.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,54.0,Máximo potencial,70.57
D. Chygrynskyi,30,CB ,74.0,74.0,74.0,66.0,66.0,63.0,63.0,71.0,71.0,71.0,61.0,61.0,61.0,51.0,51.0,52.0,52.0,52.0,48.0,48.0,50.0,50.0,51.0,51.0,50.0,51.0,Máximo potencial,68.57
O. Elabdellaoui,25,RB ,70.0,70.0,70.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,71.0,71.0,71.0,72.0,72.0,70.0,70.0,66.0,66.0,70.0,66.0,Máximo potencial,72.29
S. Ilsanker,28,CB CDM ,76.0,76.0,76.0,70.0,70.0,68.0,68.0,74.0,74.0,74.0,64.0,64.0,64.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,57.0,57.0,59.0,59.0,57.0,59.0,Máximo potencial,72.0
S. Zuber,25,LM LWB ,72.0,72.0,72.0,73.0,73.0,74.0,74.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,73.0,73.0,75.0,73.0,Máximo potencial,72.86
K. Djidji,24,LB CB ,74.0,74.0,74.0,69.0,69.0,67.0,67.0,71.0,71.0,71.0,61.0,61.0,61.0,58.0,58.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,52.0,52.0,54.0,52.0,Máximo potencial,70.57
E. Mammana,21,CB ,74.0,74.0,74.0,73.0,73.0,71.0,71.0,74.0,74.0,74.0,67.0,67.0,67.0,64.0,64.0,62.0,62.0,62.0,61.0,61.0,60.0,60.0,58.0,58.0,60.0,58.0,Joven promesa,72.86
J. Dueñas,28,CM RB CDM ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,70.0,70.0,69.0,69.0,70.0,69.0,Máximo potencial,73.14
G. Konan,21,LB ,71.0,71.0,71.0,74.0,74.0,75.0,75.0,73.0,73.0,73.0,71.0,71.0,71.0,73.0,73.0,70.0,70.0,70.0,71.0,71.0,69.0,69.0,64.0,64.0,69.0,64.0,Joven promesa,73.0
Diego Ângelo,31,CB ,74.0,74.0,74.0,69.0,69.0,69.0,69.0,72.0,72.0,72.0,65.0,65.0,65.0,61.0,61.0,60.0,60.0,60.0,59.0,59.0,61.0,61.0,63.0,63.0,61.0,63.0,Cercano al retiro,71.14
C. Kabasele,26,CB ,74.0,74.0,74.0,70.0,70.0,68.0,68.0,68.0,68.0,68.0,59.0,59.0,59.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,59.0,59.0,62.0,62.0,59.0,62.0,Máximo potencial,71.14
H. Ayala,30,CB ,74.0,74.0,74.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,64.0,64.0,64.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,60.0,61.0,Máximo potencial,72.57
R. Shishkin,30,CB CDM RB ,71.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,65.0,65.0,68.0,65.0,Máximo potencial,72.71
F. Schär,25,CB ,74.0,74.0,74.0,70.0,70.0,70.0,70.0,73.0,73.0,73.0,70.0,70.0,70.0,66.0,66.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,Máximo potencial,71.71
Rafael Cachoira,29,CDM CB ,74.0,74.0,74.0,67.0,67.0,66.0,66.0,70.0,70.0,70.0,60.0,60.0,60.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,52.0,54.0,Máximo potencial,69.71
D. Simpson,30,RB ,75.0,75.0,75.0,74.0,74.0,73.0,73.0,72.0,72.0,72.0,66.0,66.0,66.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,56.0,56.0,60.0,56.0,Máximo potencial,74.14
J. Beausejour,33,LW LB ,73.0,73.0,73.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,71.0,71.0,71.0,74.0,74.0,72.0,72.0,72.0,74.0,74.0,72.0,72.0,71.0,71.0,72.0,71.0,Cercano al retiro,73.57
J. Livermore,27,CB CDM CM ,73.0,73.0,73.0,72.0,72.0,72.0,72.0,75.0,75.0,75.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,71.0,69.0,69.0,70.0,70.0,69.0,69.0,70.0,69.0,Máximo potencial,72.43
Douglas Santos,23,LB ,68.0,68.0,68.0,74.0,74.0,74.0,74.0,70.0,70.0,70.0,70.0,70.0,70.0,73.0,73.0,71.0,71.0,71.0,72.0,72.0,71.0,71.0,67.0,67.0,71.0,67.0,Máximo potencial,71.43
Ximo Navarro,27,LB RB CB ,74.0,74.0,74.0,75.0,75.0,74.0,74.0,72.0,72.0,72.0,67.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,65.0,65.0,63.0,63.0,61.0,61.0,63.0,61.0,Máximo potencial,74.29
M. Angeleri,34,RB CB ,74.0,74.0,74.0,70.0,70.0,68.0,68.0,69.0,69.0,69.0,59.0,59.0,59.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,Cercano al retiro,71.14
E. Pieters,28,LWB LB ,77.0,77.0,77.0,74.0,74.0,73.0,73.0,74.0,74.0,74.0,67.0,67.0,67.0,64.0,64.0,63.0,63.0,63.0,62.0,62.0,61.0,61.0,59.0,59.0,61.0,59.0,Máximo potencial,75.0
H. Sakai,27,RB ,73.0,73.0,73.0,74.0,74.0,73.0,73.0,71.0,71.0,71.0,66.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,64.0,64.0,63.0,63.0,62.0,62.0,63.0,62.0,Máximo potencial,73.29
M. Britos,31,CB ,74.0,74.0,74.0,66.0,66.0,63.0,63.0,68.0,68.0,68.0,54.0,54.0,54.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,48.0,48.0,46.0,48.0,Cercano al retiro,68.57
B. Engels,22,CB ,74.0,74.0,74.0,69.0,69.0,67.0,67.0,72.0,72.0,72.0,64.0,64.0,64.0,60.0,60.0,59.0,59.0,59.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,Máximo potencial,70.57
G. Dzhikiya,23,CB ,74.0,74.0,74.0,71.0,71.0,69.0,69.0,69.0,69.0,69.0,60.0,60.0,60.0,61.0,61.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,60.0,60.0,59.0,60.0,Máximo potencial,71.71
Dani Castellano,29,LB ,71.0,71.0,71.0,74.0,74.0,75.0,75.0,71.0,71.0,71.0,69.0,69.0,69.0,71.0,71.0,68.0,68.0,68.0,69.0,69.0,67.0,67.0,64.0,64.0,67.0,64.0,Máximo potencial,73.0
E. Moretti,36,CB ,74.0,74.0,74.0,66.0,66.0,64.0,64.0,68.0,68.0,68.0,54.0,54.0,54.0,49.0,49.0,47.0,47.0,47.0,46.0,46.0,47.0,47.0,48.0,48.0,47.0,48.0,Cercano al retiro,68.86
S. Jung,27,RB ,73.0,73.0,73.0,74.0,74.0,75.0,75.0,74.0,74.0,74.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,62.0,62.0,66.0,62.0,Máximo potencial,73.86
M. Olsson,29,LB ,72.0,72.0,72.0,74.0,74.0,74.0,74.0,72.0,72.0,72.0,70.0,70.0,70.0,71.0,71.0,69.0,69.0,69.0,70.0,70.0,69.0,69.0,68.0,68.0,69.0,68.0,Máximo potencial,73.14
